Date,Name,Product,Category,Region,Quantity Sold,Revenue,Discount (%),Payment Method,Customer Feedback,Order Status
19-08-2025,Ian,Smartwatch,Gadgets,West,5,1287,14,Debit Card,Excellent,Returned
19-03-2025,Bob,Monitor,Gadgets,West,27,3559,30,Cash,Poor,Cancelled
22-01-2025,Charlie,Laptop,Gadgets,South,49,1708,23,Online,Good,Pending
26-05-2025,Edward,Camera,Gadgets,East,20,4546,9,Cash,Excellent,Returned
20-12-2025,Charlie,Tablet,Peripherals,West,48,1309,30,Credit Card,Poor,Returned
10-01-2025,Bob,Headphones,Electronics,West,40,1985,26,Cash,Poor,Delivered
03-08-2025,Bob,Headphones,Accessories,East,6,998,5,Credit Card,Poor,Cancelled
17-03-2025,Edward,Laptop,Peripherals,West,23,1224,23,Credit Card,Poor,Delivered
28-02-2025,Alice,Camera,Accessories,West,42,4894,6,Debit Card,Poor,Cancelled
09-05-2025,Ian,Keyboard,Electronics,South,27,2522,17,Cash,Poor,Delivered
20-03-2025,George,Tablet,Peripherals,North,26,3952,29,Debit Card,Excellent,Delivered
09-05-2025,Ian,Tablet,Gadgets,South,13,4214,1,Credit Card,Poor,Pending
01-05-2025,Charlie,Laptop,Accessories,East,2,3956,24,Cash,Average,Delivered
04-12-2025,Fiona,Mouse,Peripherals,West,45,2382,30,Credit Card,Good,Returned
06-10-2025,Alice,Speaker,Electronics,South,13,3007,20,Cash,Excellent,Returned
24-10-2025,Julia,Monitor,Accessories,North,25,2200,17,Online,Excellent,Returned
22-03-2025,Fiona,Tablet,Accessories,North,13,3048,13,Debit Card,Poor,Cancelled
12-08-2025,Charlie,Mouse,Accessories,North,15,3537,19,Credit Card,Excellent,Pending
09-03-2025,Charlie,Monitor,Gadgets,North,33,221,28,Cash,Poor,Delivered
08-12-2025,Julia,Mouse,Electronics,West,27,1673,2,Debit Card,Poor,Returned
06-08-2025,Edward,Keyboard,Accessories,South,46,1097,18,Online,Average,Pending
28-09-2025,George,Smartwatch,Accessories,East,20,4544,2,Credit Card,Average,Returned
11-01-2025,Charlie,Smartphone,Accessories,West,33,3470,16,Cash,Average,Pending
05-02-2025,Alice,Headphones,Peripherals,East,26,4231,1,Cash,Average,Cancelled
27-10-2025,Julia,Keyboard,Accessories,North,22,3258,18,Online,Excellent,Returned
27-03-2025,Diana,Mouse,Peripherals,North,2,3053,28,Debit Card,Poor,Returned
25-08-2025,Fiona,Headphones,Peripherals,East,4,4871,17,Online,Excellent,Cancelled
25-07-2025,Fiona,Smartwatch,Electronics,South,29,1598,3,Online,Good,Pending
08-07-2025,George,Smartphone,Peripherals,North,19,3989,29,Cash,Excellent,Delivered
15-11-2025,Bob,Speaker,Peripherals,South,17,4994,15,Credit Card,Good,Cancelled
21-12-2025,Alice,Mouse,Gadgets,South,14,4991,9,Credit Card,Poor,Returned
07-03-2025,Diana,Tablet,Electronics,South,21,2644,10,Online,Poor,Delivered
24-10-2025,Julia,Monitor,Gadgets,North,12,4328,10,Debit Card,Good,Cancelled
02-06-2025,Julia,Speaker,Electronics,East,21,1033,22,Debit Card,Good,Delivered
09-11-2025,Fiona,Camera,Gadgets,West,42,1546,4,Online,Excellent,Pending
02-02-2025,Charlie,Laptop,Peripherals,East,1,3477,22,Credit Card,Excellent,Delivered
15-03-2025,Julia,Headphones,Gadgets,West,5,2515,14,Debit Card,Average,Delivered
16-07-2025,Hannah,Speaker,Gadgets,South,37,2739,24,Online,Average,Pending
16-05-2025,Alice,Monitor,Electronics,South,6,2431,10,Debit Card,Good,Returned
25-12-2025,Bob,Speaker,Electronics,West,27,4357,20,Cash,Excellent,Delivered
08-09-2025,Diana,Monitor,Accessories,South,24,1164,6,Debit Card,Excellent,Pending
22-07-2025,Hannah,Headphones,Peripherals,West,15,3873,15,Cash,Good,Pending
13-12-2025,Bob,Keyboard,Accessories,West,26,4158,27,Credit Card,Excellent,Returned
09-08-2025,Charlie,Monitor,Electronics,East,17,1123,0,Credit Card,Good,Delivered
17-03-2025,Edward,Monitor,Electronics,West,30,4736,28,Online,Average,Delivered
01-07-2025,Diana,Speaker,Electronics,East,2,2947,0,Debit Card,Poor,Delivered
26-05-2025,George,Smartphone,Gadgets,East,26,760,8,Cash,Average,Pending
13-08-2025,Fiona,Keyboard,Electronics,East,42,1096,29,Debit Card,Good,Returned
11-11-2025,Ian,Keyboard,Accessories,South,28,4911,3,Debit Card,Good,Pending
22-09-2025,Fiona,Tablet,Accessories,East,40,2256,29,Cash,Poor,Returned
04-01-2025,Ian,Speaker,Accessories,West,28,1006,1,Cash,Average,Pending
21-09-2025,Fiona,Tablet,Electronics,East,41,1962,5,Cash,Good,Returned
28-06-2025,George,Speaker,Peripherals,West,50,3370,23,Credit Card,Average,Pending
20-07-2025,Edward,Keyboard,Gadgets,East,44,2537,6,Cash,Good,Cancelled
28-11-2025,Charlie,Keyboard,Gadgets,North,31,2641,7,Cash,Average,Cancelled
11-05-2025,Diana,Camera,Gadgets,West,32,3748,27,Cash,Excellent,Cancelled
09-05-2025,Alice,Laptop,Accessories,West,33,3956,12,Online,Average,Delivered
09-02-2025,Edward,Headphones,Accessories,East,41,1417,24,Debit Card,Good,Cancelled
19-11-2025,Bob,Speaker,Peripherals,West,7,4838,5,Debit Card,Average,Pending
15-07-2025,Charlie,Smartphone,Peripherals,South,14,890,17,Credit Card,Excellent,Returned
24-11-2025,Alice,Monitor,Peripherals,West,17,1077,12,Debit Card,Excellent,Pending
24-04-2025,Charlie,Speaker,Peripherals,East,5,4543,9,Online,Excellent,Cancelled
19-11-2025,Hannah,Smartphone,Gadgets,West,20,4216,30,Credit Card,Average,Cancelled
17-04-2025,Alice,Mouse,Accessories,North,22,2421,2,Credit Card,Excellent,Cancelled
22-06-2025,George,Smartphone,Accessories,South,10,2643,2,Online,Poor,Delivered
06-12-2025,Bob,Smartphone,Accessories,North,18,455,12,Debit Card,Average,Pending
18-06-2025,Fiona,Speaker,Gadgets,North,18,1052,28,Online,Average,Pending
22-01-2025,Julia,Speaker,Gadgets,North,36,2195,19,Online,Excellent,Pending
27-01-2025,Charlie,Speaker,Accessories,South,28,3763,4,Credit Card,Excellent,Cancelled
01-02-2025,Hannah,Monitor,Accessories,East,18,115,15,Credit Card,Good,Delivered
04-07-2025,Diana,Keyboard,Peripherals,East,50,4659,15,Cash,Poor,Pending
04-09-2025,Ian,Keyboard,Accessories,East,38,1548,20,Cash,Poor,Returned
15-11-2025,Hannah,Laptop,Accessories,West,5,1730,1,Online,Good,Cancelled
08-06-2025,Edward,Mouse,Peripherals,East,44,821,7,Online,Poor,Cancelled
10-12-2025,Alice,Tablet,Accessories,East,21,4945,30,Credit Card,Poor,Delivered
07-05-2025,Charlie,Monitor,Peripherals,South,14,3188,17,Online,Good,Returned
01-01-2025,Julia,Speaker,Accessories,South,23,1003,19,Online,Good,Delivered
03-10-2025,Julia,Headphones,Electronics,East,2,3964,7,Online,Average,Returned
20-01-2025,Alice,Speaker,Gadgets,West,37,1272,21,Debit Card,Excellent,Returned
27-11-2025,Hannah,Camera,Electronics,East,2,2990,23,Online,Average,Pending
20-04-2025,Bob,Smartphone,Electronics,South,43,4294,2,Online,Good,Returned
04-11-2025,George,Smartphone,Electronics,East,17,4573,21,Cash,Average,Delivered
04-12-2025,George,Keyboard,Accessories,East,13,1193,7,Debit Card,Excellent,Pending
28-02-2025,Julia,Mouse,Peripherals,East,23,4328,30,Debit Card,Average,Pending
05-10-2025,Alice,Keyboard,Electronics,West,48,2217,22,Debit Card,Average,Returned
22-07-2025,George,Mouse,Peripherals,North,49,2249,21,Cash,Good,Returned
19-11-2025,Diana,Laptop,Peripherals,East,5,1497,29,Debit Card,Excellent,Returned
04-03-2025,Charlie,Monitor,Accessories,North,34,3722,30,Cash,Average,Returned
06-12-2025,Charlie,Smartwatch,Electronics,East,18,1060,13,Credit Card,Good,Delivered
10-05-2025,Edward,Mouse,Gadgets,East,3,4253,20,Cash,Excellent,Pending
22-08-2025,Ian,Mouse,Accessories,North,25,338,8,Online,Excellent,Pending
21-02-2025,Bob,Tablet,Gadgets,East,14,2267,18,Debit Card,Average,Pending
09-08-2025,Fiona,Camera,Peripherals,West,39,3058,0,Cash,Excellent,Returned
23-07-2025,Fiona,Mouse,Peripherals,South,10,2770,25,Debit Card,Poor,Pending
25-11-2025,Edward,Keyboard,Gadgets,South,39,849,7,Cash,Good,Pending
09-06-2025,Charlie,Headphones,Accessories,West,46,1539,13,Cash,Poor,Pending
25-03-2025,Alice,Smartphone,Peripherals,North,17,4545,22,Credit Card,Average,Delivered
09-02-2025,Diana,Camera,Electronics,West,41,4731,10,Debit Card,Poor,Pending
13-01-2025,Edward,Camera,Gadgets,East,47,3152,14,Credit Card,Average,Delivered
11-07-2025,Alice,Mouse,Gadgets,North,26,1049,2,Cash,Average,Returned
09-01-2025,Diana,Monitor,Peripherals,North,24,1420,13,Debit Card,Excellent,Cancelled
06-05-2025,Alice,Monitor,Accessories,North,7,994,16,Cash,Poor,Delivered
03-08-2025,Bob,Monitor,Electronics,West,50,4010,16,Debit Card,Average,Cancelled
07-08-2025,Alice,Smartphone,Electronics,North,14,2605,19,Credit Card,Poor,Returned
13-10-2025,Julia,Speaker,Gadgets,South,10,2625,15,Debit Card,Excellent,Delivered
21-03-2025,Fiona,Camera,Accessories,West,30,3733,4,Credit Card,Average,Pending
04-08-2025,George,Mouse,Electronics,East,6,3165,18,Debit Card,Excellent,Returned
18-03-2025,Hannah,Monitor,Accessories,East,4,3571,20,Cash,Good,Returned
07-07-2025,Julia,Speaker,Electronics,East,3,1977,7,Debit Card,Average,Delivered
21-10-2025,Hannah,Smartwatch,Peripherals,East,20,3307,2,Credit Card,Average,Returned
15-02-2025,Fiona,Laptop,Accessories,South,40,2900,19,Cash,Average,Delivered
09-12-2025,George,Keyboard,Electronics,South,42,1116,0,Cash,Excellent,Pending
02-02-2025,Edward,Tablet,Gadgets,North,38,4226,2,Online,Poor,Delivered
03-02-2025,Julia,Keyboard,Electronics,South,7,1883,1,Cash,Excellent,Returned
24-10-2025,Bob,Camera,Peripherals,South,12,3944,29,Credit Card,Excellent,Delivered
25-05-2025,Fiona,Keyboard,Accessories,South,28,293,2,Online,Average,Pending
01-08-2025,Hannah,Laptop,Accessories,East,50,2582,17,Cash,Good,Delivered
05-08-2025,Julia,Camera,Peripherals,North,50,3857,11,Debit Card,Good,Returned
21-11-2025,Fiona,Laptop,Peripherals,West,18,445,30,Credit Card,Average,Delivered
02-01-2025,Fiona,Headphones,Accessories,West,49,1443,11,Debit Card,Poor,Cancelled
13-11-2025,Edward,Smartwatch,Electronics,North,16,1679,8,Online,Average,Delivered
05-05-2025,George,Headphones,Accessories,North,34,3812,0,Debit Card,Poor,Delivered
11-12-2025,Charlie,Monitor,Peripherals,North,17,1108,11,Credit Card,Poor,Pending
19-07-2025,Diana,Headphones,Accessories,North,49,1435,24,Online,Excellent,Returned
17-01-2025,Edward,Speaker,Gadgets,West,31,3071,15,Debit Card,Good,Cancelled
25-12-2025,Hannah,Camera,Electronics,West,46,285,24,Credit Card,Excellent,Delivered
16-08-2025,Bob,Monitor,Gadgets,West,2,3186,8,Cash,Excellent,Delivered
13-07-2025,Charlie,Keyboard,Gadgets,East,47,4274,9,Cash,Poor,Pending
25-12-2025,Edward,Mouse,Electronics,South,40,1617,16,Online,Good,Delivered
18-02-2025,Hannah,Tablet,Accessories,West,36,1009,15,Debit Card,Average,Cancelled
01-04-2025,George,Mouse,Peripherals,North,7,1224,27,Online,Poor,Returned
23-07-2025,Alice,Headphones,Gadgets,East,37,160,0,Cash,Poor,Pending
04-08-2025,Bob,Smartphone,Electronics,North,11,1894,28,Cash,Good,Cancelled
18-10-2025,Alice,Mouse,Accessories,East,42,3115,7,Debit Card,Poor,Pending
11-06-2025,Ian,Camera,Peripherals,South,2,4313,28,Cash,Good,Cancelled
10-11-2025,Alice,Speaker,Electronics,West,24,1081,17,Online,Average,Returned
02-07-2025,Bob,Camera,Electronics,North,4,2068,2,Online,Excellent,Delivered
21-11-2025,Ian,Headphones,Electronics,East,39,3741,22,Credit Card,Good,Delivered
12-02-2025,Bob,Keyboard,Peripherals,South,7,2811,28,Credit Card,Poor,Pending
28-09-2025,Alice,Keyboard,Accessories,West,25,779,15,Cash,Excellent,Cancelled
03-06-2025,Diana,Monitor,Accessories,East,14,3643,3,Online,Good,Delivered
25-08-2025,Alice,Headphones,Electronics,West,16,1591,15,Credit Card,Average,Pending
21-05-2025,George,Headphones,Peripherals,East,37,2262,26,Credit Card,Average,Cancelled
06-04-2025,Ian,Smartwatch,Electronics,South,44,3166,8,Online,Poor,Pending
02-09-2025,Diana,Keyboard,Accessories,East,48,1327,15,Credit Card,Good,Returned
22-07-2025,Bob,Speaker,Electronics,West,10,2267,9,Credit Card,Excellent,Cancelled
10-04-2025,Hannah,Laptop,Gadgets,West,43,356,19,Credit Card,Poor,Returned
13-12-2025,George,Laptop,Gadgets,South,16,3098,28,Online,Excellent,Delivered
21-02-2025,Edward,Camera,Accessories,West,26,3066,29,Cash,Excellent,Returned
12-12-2025,Bob,Laptop,Accessories,North,9,4248,0,Cash,Excellent,Pending
03-08-2025,Hannah,Laptop,Gadgets,West,21,4739,25,Debit Card,Good,Delivered
15-11-2025,Charlie,Mouse,Peripherals,North,38,3916,26,Cash,Average,Pending
07-12-2025,George,Smartphone,Electronics,West,15,1523,24,Cash,Good,Returned
02-03-2025,Ian,Smartwatch,Accessories,West,9,2008,15,Online,Poor,Pending
01-04-2025,Alice,Smartwatch,Accessories,West,36,3075,19,Credit Card,Average,Returned
19-12-2025,Ian,Mouse,Accessories,East,28,4977,5,Cash,Poor,Delivered
16-04-2025,Alice,Smartphone,Electronics,East,24,619,7,Credit Card,Good,Cancelled
03-07-2025,Ian,Keyboard,Gadgets,North,32,4755,4,Cash,Poor,Returned
21-09-2025,Bob,Monitor,Peripherals,East,48,4301,16,Cash,Good,Delivered
16-05-2025,Fiona,Keyboard,Gadgets,South,8,4338,11,Credit Card,Good,Cancelled
27-09-2025,Hannah,Monitor,Electronics,North,8,2675,6,Credit Card,Average,Delivered
01-08-2025,Bob,Camera,Peripherals,West,45,3033,7,Credit Card,Excellent,Returned
11-01-2025,Charlie,Monitor,Gadgets,East,39,1382,28,Credit Card,Poor,Pending
11-01-2025,Julia,Laptop,Peripherals,South,11,1488,15,Debit Card,Good,Cancelled
02-12-2025,Alice,Tablet,Electronics,North,46,1376,7,Credit Card,Excellent,Returned
04-07-2025,Bob,Laptop,Accessories,West,19,3695,12,Online,Average,Delivered
26-04-2025,Fiona,Smartphone,Accessories,North,37,4053,4,Credit Card,Excellent,Delivered
22-11-2025,Alice,Mouse,Accessories,North,48,372,6,Cash,Average,Pending
15-09-2025,Hannah,Tablet,Electronics,East,7,1591,0,Cash,Poor,Pending
28-11-2025,Bob,Laptop,Electronics,South,9,3089,22,Online,Average,Cancelled
05-09-2025,Diana,Headphones,Peripherals,North,33,4894,10,Credit Card,Poor,Delivered
19-12-2025,Ian,Headphones,Electronics,South,50,4616,24,Credit Card,Average,Returned
03-04-2025,Alice,Smartphone,Gadgets,West,48,2422,14,Cash,Poor,Pending
24-01-2025,George,Camera,Electronics,North,50,3009,12,Online,Poor,Cancelled
16-03-2025,Hannah,Laptop,Peripherals,East,14,4690,4,Online,Poor,Cancelled
01-11-2025,Bob,Headphones,Gadgets,East,1,2718,29,Credit Card,Good,Returned
20-08-2025,Diana,Keyboard,Electronics,West,2,2675,29,Debit Card,Poor,Pending
08-01-2025,Alice,Speaker,Accessories,East,28,2433,25,Online,Excellent,Cancelled
21-12-2025,Hannah,Laptop,Gadgets,North,12,1214,22,Credit Card,Good,Cancelled
01-03-2025,Diana,Monitor,Electronics,South,16,1392,1,Debit Card,Excellent,Pending
21-03-2025,Fiona,Smartwatch,Accessories,East,49,411,22,Credit Card,Good,Returned
10-01-2025,Bob,Smartphone,Electronics,East,35,2732,27,Credit Card,Average,Returned
15-02-2025,Alice,Mouse,Electronics,East,8,2511,14,Cash,Excellent,Pending
06-10-2025,Edward,Laptop,Peripherals,West,33,4212,5,Debit Card,Excellent,Delivered
03-10-2025,Fiona,Speaker,Peripherals,West,14,3804,12,Online,Good,Pending
04-02-2025,Ian,Mouse,Peripherals,East,42,1556,29,Credit Card,Good,Delivered
20-08-2025,Edward,Camera,Gadgets,East,40,4833,13,Credit Card,Poor,Delivered
08-10-2025,Hannah,Smartphone,Peripherals,North,11,1006,26,Credit Card,Average,Cancelled
26-02-2025,Edward,Smartphone,Gadgets,South,18,1622,29,Debit Card,Good,Cancelled
14-04-2025,Diana,Smartphone,Gadgets,West,24,4228,19,Online,Poor,Returned
26-06-2025,George,Tablet,Gadgets,North,8,4713,7,Online,Good,Delivered
22-12-2025,Charlie,Tablet,Electronics,South,27,3394,3,Online,Good,Cancelled
11-07-2025,Bob,Speaker,Gadgets,North,32,3769,28,Credit Card,Poor,Delivered
22-02-2025,Diana,Mouse,Electronics,West,37,2052,17,Online,Average,Returned
18-10-2025,Alice,Tablet,Gadgets,South,6,2135,22,Debit Card,Excellent,Returned
11-03-2025,Alice,Headphones,Gadgets,West,32,3098,11,Debit Card,Good,Cancelled
25-04-2025,Julia,Keyboard,Electronics,South,29,2030,25,Online,Poor,Cancelled
19-01-2025,George,Laptop,Gadgets,North,26,3835,16,Credit Card,Average,Cancelled
11-03-2025,Charlie,Speaker,Peripherals,South,8,334,24,Cash,Good,Delivered
04-02-2025,Fiona,Smartphone,Accessories,East,44,3609,10,Cash,Good,Returned
05-05-2025,Ian,Laptop,Accessories,East,46,1865,5,Cash,Good,Returned
06-07-2025,Ian,Laptop,Peripherals,North,37,1297,30,Online,Average,Returned
12-12-2025,Fiona,Monitor,Peripherals,South,28,1788,22,Credit Card,Average,Cancelled
06-09-2025,Hannah,Tablet,Gadgets,South,1,519,20,Online,Average,Pending
08-08-2025,George,Laptop,Peripherals,East,32,128,3,Cash,Good,Pending
02-10-2025,George,Smartphone,Accessories,East,40,708,30,Cash,Excellent,Delivered
04-03-2025,Julia,Smartwatch,Peripherals,South,6,3708,16,Credit Card,Poor,Returned
20-11-2025,Edward,Smartphone,Accessories,South,7,800,13,Cash,Poor,Cancelled
25-07-2025,Hannah,Speaker,Peripherals,South,31,2998,4,Debit Card,Average,Returned
01-03-2025,Alice,Speaker,Gadgets,East,10,3016,11,Cash,Excellent,Cancelled
03-08-2025,Diana,Smartphone,Electronics,North,40,4007,7,Debit Card,Excellent,Returned
01-01-2025,Bob,Smartwatch,Electronics,South,10,3623,19,Online,Good,Delivered
03-03-2025,Ian,Mouse,Gadgets,East,16,1647,11,Cash,Good,Pending
21-12-2025,Alice,Monitor,Accessories,East,15,1186,29,Credit Card,Average,Returned
10-10-2025,Fiona,Camera,Electronics,East,46,4977,12,Credit Card,Average,Delivered
23-07-2025,Diana,Tablet,Gadgets,West,21,3165,6,Credit Card,Good,Delivered
23-08-2025,Diana,Monitor,Accessories,North,37,1078,18,Online,Poor,Returned
07-03-2025,Julia,Smartwatch,Gadgets,North,8,3319,8,Credit Card,Average,Delivered
21-03-2025,George,Laptop,Gadgets,West,16,3491,30,Cash,Excellent,Cancelled
17-05-2025,Charlie,Camera,Electronics,South,47,1134,21,Debit Card,Average,Returned
14-08-2025,Hannah,Monitor,Gadgets,West,14,678,17,Online,Good,Cancelled
06-04-2025,Edward,Headphones,Peripherals,East,24,2950,15,Cash,Good,Pending
23-10-2025,George,Smartwatch,Accessories,South,14,3566,9,Cash,Poor,Returned
20-01-2025,George,Smartwatch,Electronics,East,6,3972,5,Debit Card,Poor,Cancelled
23-03-2025,George,Speaker,Peripherals,North,24,2311,4,Credit Card,Good,Returned
20-08-2025,Charlie,Mouse,Peripherals,East,16,4667,8,Online,Average,Delivered
21-02-2025,Bob,Camera,Gadgets,South,23,3183,6,Debit Card,Poor,Cancelled
12-05-2025,Fiona,Speaker,Accessories,West,28,1780,23,Debit Card,Average,Cancelled
01-07-2025,Julia,Monitor,Gadgets,South,11,4169,9,Credit Card,Excellent,Returned
08-09-2025,Bob,Smartwatch,Accessories,South,46,2415,18,Credit Card,Average,Pending
04-04-2025,Ian,Laptop,Gadgets,West,49,4125,1,Debit Card,Good,Cancelled
04-09-2025,Diana,Speaker,Electronics,North,35,517,18,Credit Card,Good,Cancelled
12-10-2025,Charlie,Keyboard,Peripherals,South,30,2039,26,Credit Card,Poor,Delivered
17-09-2025,Hannah,Monitor,Peripherals,South,47,233,30,Cash,Excellent,Cancelled
15-04-2025,Alice,Tablet,Peripherals,North,9,1841,27,Cash,Average,Pending
22-11-2025,Alice,Camera,Gadgets,West,46,3490,6,Debit Card,Average,Delivered
09-04-2025,Alice,Smartwatch,Electronics,East,20,3320,25,Credit Card,Average,Cancelled
07-01-2025,Edward,Smartwatch,Peripherals,North,23,2093,8,Debit Card,Excellent,Pending
26-02-2025,George,Camera,Peripherals,South,45,4331,4,Debit Card,Good,Returned
22-03-2025,George,Tablet,Gadgets,North,41,3601,12,Cash,Excellent,Pending
16-08-2025,George,Smartwatch,Gadgets,North,2,541,24,Credit Card,Good,Returned
06-03-2025,Bob,Camera,Peripherals,West,50,1144,24,Online,Average,Returned
02-11-2025,Edward,Headphones,Gadgets,North,18,3261,18,Debit Card,Good,Pending
21-01-2025,Fiona,Smartwatch,Electronics,West,46,4289,24,Credit Card,Poor,Cancelled
10-06-2025,Julia,Speaker,Electronics,West,45,3827,5,Credit Card,Poor,Pending
14-04-2025,Alice,Speaker,Electronics,South,2,1054,13,Cash,Excellent,Pending
11-05-2025,Bob,Keyboard,Peripherals,East,37,3838,7,Online,Excellent,Delivered
26-10-2025,Bob,Keyboard,Peripherals,East,17,2832,28,Debit Card,Good,Cancelled
02-08-2025,Alice,Speaker,Peripherals,South,7,4217,29,Online,Average,Returned
24-02-2025,Hannah,Camera,Accessories,South,18,2212,9,Online,Average,Returned
18-01-2025,Julia,Keyboard,Peripherals,East,29,262,8,Online,Average,Cancelled
06-03-2025,Hannah,Tablet,Gadgets,West,43,2833,9,Cash,Poor,Delivered
16-01-2025,Hannah,Smartwatch,Electronics,North,32,1954,17,Cash,Poor,Pending
04-09-2025,Bob,Keyboard,Peripherals,South,6,646,6,Cash,Average,Returned
08-02-2025,Edward,Tablet,Accessories,West,49,4453,0,Credit Card,Excellent,Returned
15-12-2025,Alice,Smartwatch,Peripherals,South,28,4619,8,Debit Card,Good,Pending
19-10-2025,Alice,Keyboard,Gadgets,South,36,3430,3,Credit Card,Poor,Delivered
14-06-2025,Edward,Tablet,Accessories,East,11,2819,29,Credit Card,Average,Returned
24-04-2025,Julia,Camera,Peripherals,West,35,4574,0,Online,Excellent,Cancelled
11-11-2025,Diana,Keyboard,Peripherals,East,43,2768,27,Credit Card,Excellent,Pending
25-04-2025,Ian,Speaker,Electronics,North,40,1594,11,Online,Excellent,Pending
11-02-2025,Ian,Smartphone,Electronics,West,35,1626,9,Debit Card,Excellent,Returned
04-04-2025,Bob,Speaker,Accessories,South,12,4252,10,Debit Card,Excellent,Cancelled
24-04-2025,Julia,Monitor,Gadgets,West,5,4312,20,Credit Card,Excellent,Delivered
28-07-2025,Edward,Tablet,Accessories,North,35,3942,27,Online,Average,Pending
13-04-2025,Julia,Speaker,Electronics,South,42,3297,30,Cash,Excellent,Cancelled
03-04-2025,Alice,Speaker,Peripherals,East,9,1108,29,Debit Card,Average,Cancelled
19-08-2025,Fiona,Smartwatch,Gadgets,South,19,3754,16,Online,Good,Pending
02-08-2025,Diana,Keyboard,Gadgets,North,19,1385,19,Credit Card,Average,Cancelled
05-07-2025,Bob,Camera,Accessories,East,25,3885,12,Debit Card,Good,Delivered
20-04-2025,Fiona,Tablet,Gadgets,North,36,2333,0,Debit Card,Excellent,Delivered
06-08-2025,Charlie,Smartphone,Accessories,East,11,3518,2,Credit Card,Good,Pending
12-07-2025,Alice,Laptop,Peripherals,South,7,574,19,Credit Card,Excellent,Cancelled
15-03-2025,Edward,Monitor,Electronics,East,26,185,7,Debit Card,Excellent,Pending
07-12-2025,Julia,Monitor,Gadgets,North,13,2114,20,Credit Card,Poor,Pending
12-11-2025,Julia,Camera,Peripherals,West,25,2509,14,Debit Card,Excellent,Cancelled
07-05-2025,Ian,Keyboard,Electronics,South,9,836,15,Credit Card,Excellent,Cancelled
05-06-2025,Alice,Monitor,Gadgets,South,39,100,25,Cash,Poor,Cancelled
23-01-2025,Julia,Laptop,Electronics,West,32,3161,28,Cash,Poor,Returned
02-10-2025,Edward,Keyboard,Peripherals,East,1,4694,5,Debit Card,Excellent,Returned
05-05-2025,Julia,Mouse,Accessories,North,14,4662,17,Cash,Poor,Pending
28-02-2025,Hannah,Smartwatch,Peripherals,East,34,1513,12,Cash,Average,Pending
15-08-2025,George,Tablet,Gadgets,East,28,4426,15,Debit Card,Average,Cancelled
06-07-2025,Julia,Smartphone,Electronics,East,42,3794,10,Debit Card,Poor,Delivered
08-06-2025,Ian,Speaker,Peripherals,South,19,329,20,Credit Card,Good,Returned
20-05-2025,Hannah,Mouse,Gadgets,West,42,2030,24,Credit Card,Average,Returned
26-03-2025,Diana,Keyboard,Peripherals,North,45,3155,13,Debit Card,Poor,Delivered
20-11-2025,Bob,Tablet,Accessories,South,43,826,12,Credit Card,Good,Returned
19-03-2025,Diana,Smartwatch,Peripherals,South,41,4005,23,Credit Card,Poor,Returned
28-09-2025,Hannah,Smartwatch,Accessories,East,42,807,17,Cash,Good,Pending
03-04-2025,Julia,Tablet,Electronics,East,29,4924,0,Online,Good,Returned
28-07-2025,Hannah,Speaker,Accessories,West,15,4919,25,Credit Card,Excellent,Returned
16-09-2025,Bob,Mouse,Accessories,South,10,2305,15,Credit Card,Excellent,Returned
19-04-2025,George,Camera,Peripherals,South,46,4734,6,Debit Card,Good,Pending
27-08-2025,George,Keyboard,Accessories,East,11,3744,9,Cash,Excellent,Returned
09-08-2025,Julia,Laptop,Gadgets,North,14,2213,10,Cash,Poor,Returned
24-01-2025,Ian,Camera,Peripherals,East,9,2874,22,Debit Card,Good,Returned
24-07-2025,Edward,Laptop,Electronics,East,9,223,22,Debit Card,Good,Returned
08-04-2025,Bob,Smartwatch,Accessories,South,17,266,23,Online,Poor,Delivered
14-06-2025,George,Camera,Gadgets,North,11,4005,29,Credit Card,Excellent,Returned
08-10-2025,George,Laptop,Peripherals,West,28,507,14,Debit Card,Poor,Delivered
05-10-2025,Bob,Camera,Peripherals,North,13,3599,26,Cash,Excellent,Pending
01-10-2025,Charlie,Laptop,Accessories,North,29,2290,3,Online,Good,Pending
02-07-2025,Diana,Mouse,Electronics,South,36,2212,0,Online,Good,Delivered
16-01-2025,Hannah,Smartphone,Accessories,North,47,512,14,Debit Card,Good,Pending
25-12-2025,Edward,Keyboard,Accessories,North,14,3972,3,Debit Card,Poor,Pending
02-09-2025,Alice,Smartwatch,Electronics,East,26,688,14,Debit Card,Average,Pending
17-07-2025,Hannah,Speaker,Electronics,East,33,1522,16,Credit Card,Good,Returned
16-07-2025,Hannah,Monitor,Gadgets,South,48,2724,0,Online,Excellent,Returned
27-12-2025,Julia,Smartphone,Peripherals,West,6,1973,13,Credit Card,Poor,Returned
15-02-2025,Edward,Laptop,Gadgets,East,11,2458,11,Debit Card,Good,Pending
08-08-2025,Diana,Laptop,Electronics,South,22,3524,10,Debit Card,Poor,Pending
18-02-2025,Diana,Monitor,Gadgets,South,17,971,27,Debit Card,Poor,Returned
23-01-2025,Charlie,Tablet,Accessories,East,7,894,1,Credit Card,Excellent,Returned
14-12-2025,Fiona,Smartwatch,Accessories,North,19,2761,5,Cash,Excellent,Returned
05-04-2025,George,Smartphone,Gadgets,West,22,2791,13,Cash,Average,Pending
10-06-2025,Charlie,Mouse,Accessories,North,9,2839,9,Cash,Excellent,Pending
